r_index,r_index_converted,g_r
1665,8.325,0
1666,8.33,0
1667,8.335,0
1668,8.34,0
1669,8.345,0
1670,8.35,0
1671,8.355,0
1672,8.36,0
1673,8.365,0
1674,8.37,0
1675,8.375,0
1676,8.38,0
1677,8.385,0
1678,8.39,0
1679,8.395,0
1680,8.4,0
1681,8.405,0
1682,8.41,0
1683,8.415,0
1684,8.42,0
1685,8.425,0
1686,8.43,0
1687,8.435,0
1688,8.44,0
1689,8.445,0
1690,8.45,0
1691,8.455,0
1692,8.46,0
1693,8.465,0
1694,8.47,0
1695,8.475,0
1696,8.48,0
1697,8.485,0
1698,8.49,0
1699,8.495,0
1700,8.5,0
1701,8.505,0
1702,8.51,0
1703,8.515,0
1704,8.52,0
1705,8.525,0
1706,8.53,0
1707,8.535,0
1708,8.54,0
1709,8.545,0
1710,8.55,0
1711,8.555,0
1712,8.56,0
1713,8.565,0
1714,8.57,0
1715,8.575,0
1716,8.58,0
1717,8.585,0
1718,8.59,0
1719,8.595,0
1720,8.6,0
1721,8.605,0
1722,8.61,0
1723,8.615,0
1724,8.62,0
1725,8.625,0
1726,8.63,0
1727,8.635,0
1728,8.64,0
1729,8.645,0
1730,8.65,0
1731,8.655,0
1732,8.66,0
1733,8.665,0
1734,8.67,0
1735,8.675,0
1736,8.68,0
1737,8.685,0
1738,8.69,0
1739,8.695,0
1740,8.7,0
1741,8.705,0
1742,8.71,0
1743,8.715,0
1744,8.72,0
1745,8.725,0
1746,8.73,0
1747,8.735,0
1748,8.74,0
1749,8.745,0
1750,8.75,0
1751,8.755,0
1752,8.76,0
1753,8.765,0
1754,8.77,0
1755,8.775,0
1756,8.78,0
1757,8.785,0
1758,8.79,0
1759,8.795,0
1760,8.8,0
1761,8.805,0
1762,8.81,0
1763,8.815,0
1764,8.82,0
1765,8.825,0
1766,8.83,0
1767,8.835,0
1768,8.84,0
1769,8.845,0
1770,8.85,0
1771,8.855,0
1772,8.86,0
1773,8.865,0
1774,8.87,0
1775,8.875,0
1776,8.88,0
1777,8.885,0
1778,8.89,0
1779,8.895,0
1780,8.9,0
1781,8.905,0
1782,8.91,0
1783,8.915,0
1784,8.92,0
1785,8.925,0
1786,8.93,0
1787,8.935,0
1788,8.94,0
1789,8.945,0
1790,8.95,0
1791,8.955,0
1792,8.96,0
1793,8.965,0
1794,8.97,0
1795,8.975,0
1796,8.98,0
1797,8.985,0
1798,8.99,0
1799,8.995,0
1800,9,0
1801,9.005,0
1802,9.01,0
1803,9.015,0
1804,9.02,0
1805,9.025,0
1806,9.03,0
1807,9.035,0
1808,9.04,0
1809,9.045,0
1810,9.05,0
1811,9.055,0
1812,9.06,0
1813,9.065,0
1814,9.07,0
1815,9.075,0
1816,9.08,0
1817,9.085,0
1818,9.09,0
1819,9.095,0
1820,9.1,0
1821,9.105,0
1822,9.11,0
1823,9.115,0
1824,9.12,0
1825,9.125,0
1826,9.13,0
1827,9.135,0
1828,9.14,0
1829,9.145,0
1830,9.15,0
1831,9.155,0
1832,9.16,0
1833,9.165,0
1834,9.17,0
1835,9.175,0
1836,9.18,0
1837,9.185,0
1838,9.19,0
1839,9.195,0
1840,9.2,0
1841,9.205,0
1842,9.21,0
1843,9.215,0
1844,9.22,0
1845,9.225,0
1846,9.23,0
1847,9.235,0
1848,9.24,0
1849,9.245,0
1850,9.25,0
1851,9.255,0
1852,9.26,0
1853,9.265,0
1854,9.27,0
1855,9.275,0
1856,9.28,0
1857,9.285,0
1858,9.29,0
1859,9.295,0
1860,9.3,0
1861,9.305,0
1862,9.31,0
1863,9.315,0
1864,9.32,0
1865,9.325,0
1866,9.33,0
1867,9.335,0
1868,9.34,0
1869,9.345,0
1870,9.35,0
1871,9.355,0
1872,9.36,0
1873,9.365,0
1874,9.37,0
1875,9.375,0
1876,9.38,0
1877,9.385,0
1878,9.39,0
1879,9.395,0
1880,9.4,0
1881,9.405,0
1882,9.41,0
1883,9.415,0
1884,9.42,0
1885,9.425,0
1886,9.43,0
1887,9.435,0
1888,9.44,0
1889,9.445,0
1890,9.45,0
1891,9.455,0
1892,9.46,0
1893,9.465,0
1894,9.47,0
1895,9.475,0
1896,9.48,0
1897,9.485,0
1898,9.49,0
1899,9.495,0
1900,9.5,0
1901,9.505,0
1902,9.51,0
1903,9.515,0
1904,9.52,0
1905,9.525,0
1906,9.53,0
1907,9.535,0
1908,9.54,0
1909,9.545,0
1910,9.55,0
1911,9.555,0
1912,9.56,0
1913,9.565,0
1914,9.57,0
1915,9.575,0
1916,9.58,0
1917,9.585,0
1918,9.59,0
1919,9.595,0
1920,9.6,0
1921,9.605,0
1922,9.61,0
1923,9.615,0
1924,9.62,0
1925,9.625,0
1926,9.63,0
1927,9.635,0
1928,9.64,0
1929,9.645,0
1930,9.65,0
1931,9.655,0
1932,9.66,0
1933,9.665,0
1934,9.67,0
1935,9.675,0
1936,9.68,0
1937,9.685,0
1938,9.69,0
1939,9.695,0
1940,9.7,0
1941,9.705,0
1942,9.71,0
1943,9.715,0
1944,9.72,0
1945,9.725,0
1946,9.73,0
1947,9.735,0
1948,9.74,0
1949,9.745,0
1950,9.75,0
1951,9.755,0
1952,9.76,0
1953,9.765,0
1954,9.77,0
1955,9.775,0
1956,9.78,0
1957,9.785,0
1958,9.79,0
1959,9.795,0
1960,9.8,0
1961,9.805,0
1962,9.81,0
1963,9.815,0
1964,9.82,0
1965,9.825,0
1966,9.83,0
1967,9.835,0
1968,9.84,0
1969,9.845,0
1970,9.85,0
1971,9.855,0
1972,9.86,0
1973,9.865,0
1974,9.87,0
1975,9.875,0
1976,9.88,0
1977,9.885,0
1978,9.89,0
1979,9.895,0
1980,9.9,0
1981,9.905,0
1982,9.91,0
1983,9.915,0
1984,9.92,0
1985,9.925,0
1986,9.93,0
1987,9.935,0
1988,9.94,0
1989,9.945,0
1990,9.95,0
1991,9.955,0
1992,9.96,0
1993,9.965,0
1994,9.97,0
1995,9.975,0
1996,9.98,0
1997,9.985,0
1998,9.99,0
1999,9.995,0
2000,10,0
2001,10.005,0
2002,10.01,0
2003,10.015,0
2004,10.02,0
2005,10.025,0
2006,10.03,0
2007,10.035,0
2008,10.04,0
2009,10.045,0
2010,10.05,0
2011,10.055,0
2012,10.06,0
2013,10.065,0
2014,10.07,0
2015,10.075,0
2016,10.08,0
2017,10.085,0
2018,10.09,0
2019,10.095,0
2020,10.1,0
2021,10.105,0
2022,10.11,0
2023,10.115,0
2024,10.12,0
2025,10.125,0
2026,10.13,0
2027,10.135,0
2028,10.14,0
2029,10.145,0
2030,10.15,0
2031,10.155,0
2032,10.16,0
2033,10.165,0
2034,10.17,0
2035,10.175,0
2036,10.18,0
2037,10.185,0
2038,10.19,0
2039,10.195,0
2040,10.2,0
2041,10.205,0
2042,10.21,0
2043,10.215,0
2044,10.22,0
2045,10.225,0
2046,10.23,0
2047,10.235,0
2048,10.24,0
2049,10.245,0
2050,10.25,0
2051,10.255,0
2052,10.26,0
2053,10.265,0
2054,10.27,0
2055,10.275,0
2056,10.28,0
2057,10.285,0
2058,10.29,0
2059,10.295,0
2060,10.3,0
2061,10.305,0
2062,10.31,0
2063,10.315,0
2064,10.32,0
2065,10.325,0
2066,10.33,0
2067,10.335,0
2068,10.34,0
2069,10.345,0
2070,10.35,0
2071,10.355,0
2072,10.36,0
2073,10.365,0
2074,10.37,0
2075,10.375,0
2076,10.38,0
2077,10.385,0
2078,10.39,0
2079,10.395,0
2080,10.4,0
2081,10.405,0
2082,10.41,0
2083,10.415,0
2084,10.42,0
2085,10.425,0
2086,10.43,0
2087,10.435,0
2088,10.44,0
2089,10.445,0
2090,10.45,0
2091,10.455,0
2092,10.46,0
2093,10.465,0
2094,10.47,0
2095,10.475,0
2096,10.48,0
2097,10.485,0
2098,10.49,0
2099,10.495,0
2100,10.5,0
2101,10.505,0
2102,10.51,0
2103,10.515,0
2104,10.52,0
2105,10.525,0
2106,10.53,0
2107,10.535,0
2108,10.54,0
2109,10.545,0
2110,10.55,0
2111,10.555,0
2112,10.56,0
2113,10.565,0
2114,10.57,0
2115,10.575,0
2116,10.58,0
2117,10.585,0
2118,10.59,0
2119,10.595,0
2120,10.6,0
2121,10.605,0
2122,10.61,0
2123,10.615,0
2124,10.62,0
2125,10.625,0
2126,10.63,0
2127,10.635,0
2128,10.64,0
2129,10.645,0
2130,10.65,0
2131,10.655,0
2132,10.66,0
2133,10.665,0
2134,10.67,0
2135,10.675,0
2136,10.68,0
2137,10.685,0
2138,10.69,0
2139,10.695,0
2140,10.7,0
2141,10.705,0
2142,10.71,0
2143,10.715,0
2144,10.72,0
2145,10.725,0
2146,10.73,0
2147,10.735,0
2148,10.74,0
2149,10.745,0
2150,10.75,0
2151,10.755,0
2152,10.76,0
2153,10.765,0
2154,10.77,0
2155,10.775,0
2156,10.78,0
2157,10.785,0
2158,10.79,0
2159,10.795,0
2160,10.8,0
2161,10.805,0
2162,10.81,0
2163,10.815,0
2164,10.82,0
2165,10.825,0
2166,10.83,0
2167,10.835,0
2168,10.84,0
2169,10.845,0
2170,10.85,0
2171,10.855,0
2172,10.86,0
2173,10.865,0
2174,10.87,0
2175,10.875,0
2176,10.88,0
2177,10.885,0
2178,10.89,0
2179,10.895,0
2180,10.9,0
2181,10.905,0
2182,10.91,0
2183,10.915,0
2184,10.92,0
2185,10.925,0
2186,10.93,0
2187,10.935,0
2188,10.94,0
2189,10.945,0
2190,10.95,0
2191,10.955,0
2192,10.96,0
2193,10.965,0
2194,10.97,0
2195,10.975,0
2196,10.98,0
2197,10.985,0
2198,10.99,0
2199,10.995,0
2200,11,0
2201,11.005,0
2202,11.01,0
2203,11.015,0
2204,11.02,0
2205,11.025,0
2206,11.03,0
2207,11.035,0
2208,11.04,0
2209,11.045,0
2210,11.05,0
2211,11.055,0
2212,11.06,0
2213,11.065,0
2214,11.07,0
2215,11.075,0
2216,11.08,0
2217,11.085,0
2218,11.09,0
2219,11.095,0
2220,11.1,0
2221,11.105,0
2222,11.11,0
2223,11.115,0
2224,11.12,0
2225,11.125,0
2226,11.13,0
2227,11.135,0
2228,11.14,0
2229,11.145,0
2230,11.15,0
2231,11.155,0
2232,11.16,0
2233,11.165,0
2234,11.17,0
2235,11.175,0
2236,11.18,0
2237,11.185,0
2238,11.19,0
2239,11.195,0
2240,11.2,0
2241,11.205,0
2242,11.21,0
2243,11.215,0
2244,11.22,0
2245,11.225,0
2246,11.23,0
2247,11.235,0
2248,11.24,0
2249,11.245,0
2250,11.25,0
2251,11.255,0
2252,11.26,0
2253,11.265,0
2254,11.27,0
2255,11.275,0
2256,11.28,0
2257,11.285,0
2258,11.29,0
2259,11.295,0
2260,11.3,0
2261,11.305,0
2262,11.31,0
2263,11.315,0
2264,11.32,0
2265,11.325,0
2266,11.33,0
2267,11.335,0
2268,11.34,0
2269,11.345,0
2270,11.35,0
2271,11.355,0
2272,11.36,0
2273,11.365,0
2274,11.37,0
2275,11.375,0
2276,11.38,0
2277,11.385,0
2278,11.39,0
2279,11.395,0
2280,11.4,0
2281,11.405,0
2282,11.41,0
2283,11.415,0
2284,11.42,0
2285,11.425,0
2286,11.43,0
2287,11.435,0
2288,11.44,0
2289,11.445,0
2290,11.45,0
2291,11.455,0
2292,11.46,0
2293,11.465,0
2294,11.47,0
2295,11.475,0
2296,11.48,0
2297,11.485,0
2298,11.49,0
2299,11.495,0
2300,11.5,0
2301,11.505,0
2302,11.51,0
2303,11.515,0
2304,11.52,0
2305,11.525,0
2306,11.53,0
2307,11.535,0
2308,11.54,0
2309,11.545,0
2310,11.55,0
2311,11.555,0
2312,11.56,0
2313,11.565,0
2314,11.57,0
2315,11.575,0
2316,11.58,0
2317,11.585,0
2318,11.59,0
2319,11.595,0
2320,11.6,0
2321,11.605,0
2322,11.61,0
2323,11.615,0
2324,11.62,0
2325,11.625,0
2326,11.63,0
2327,11.635,0
2328,11.64,0
2329,11.645,0
2330,11.65,0
2331,11.655,0
2332,11.66,0
2333,11.665,0
2334,11.67,0
2335,11.675,0
2336,11.68,0
2337,11.685,0
2338,11.69,0
2339,11.695,0
2340,11.7,0
2341,11.705,0
2342,11.71,0
2343,11.715,0
2344,11.72,0
2345,11.725,0
2346,11.73,0
2347,11.735,0
2348,11.74,0
2349,11.745,0
2350,11.75,0
2351,11.755,0
2352,11.76,0
2353,11.765,0
2354,11.77,0
2355,11.775,0
2356,11.78,0
2357,11.785,0
2358,11.79,0
2359,11.795,0
2360,11.8,0
2361,11.805,0
2362,11.81,0
2363,11.815,0
2364,11.82,0
2365,11.825,0
2366,11.83,0
2367,11.835,0
2368,11.84,0
2369,11.845,0
2370,11.85,0
2371,11.855,0
2372,11.86,0
2373,11.865,0
2374,11.87,0
2375,11.875,0
2376,11.88,0
2377,11.885,0
2378,11.89,0
2379,11.895,0
2380,11.9,0
2381,11.905,0
2382,11.91,0
2383,11.915,0
2384,11.92,0
2385,11.925,0
2386,11.93,0
2387,11.935,0
2388,11.94,0
2389,11.945,0
2390,11.95,0
2391,11.955,0
2392,11.96,0
2393,11.965,0
2394,11.97,0
2395,11.975,0
2396,11.98,0
2397,11.985,0
2398,11.99,0
2399,11.995,0
2400,12,0
2401,12.005,0
2402,12.01,0
2403,12.015,0
2404,12.02,0
2405,12.025,0
2406,12.03,0
2407,12.035,0
2408,12.04,0
2409,12.045,0
2410,12.05,0
2411,12.055,0
2412,12.06,0
2413,12.065,0
2414,12.07,0
2415,12.075,0
2416,12.08,0
2417,12.085,0
2418,12.09,0
2419,12.095,0
2420,12.1,0
2421,12.105,0
2422,12.11,0
2423,12.115,0
2424,12.12,0
2425,12.125,0
2426,12.13,0
2427,12.135,0
2428,12.14,0
2429,12.145,0
2430,12.15,0
2431,12.155,0
2432,12.16,0
2433,12.165,0
2434,12.17,0
2435,12.175,0
2436,12.18,0
2437,12.185,0
2438,12.19,0
2439,12.195,0
2440,12.2,0
2441,12.205,0
2442,12.21,0
2443,12.215,0
2444,12.22,0
2445,12.225,0
2446,12.23,0
2447,12.235,0
2448,12.24,0
2449,12.245,0
2450,12.25,0
2451,12.255,0
2452,12.26,0
2453,12.265,0
2454,12.27,0
2455,12.275,0
2456,12.28,0
2457,12.285,0
2458,12.29,0
2459,12.295,0
2460,12.3,0
2461,12.305,0
2462,12.31,0
2463,12.315,0
2464,12.32,0
2465,12.325,0
2466,12.33,0
2467,12.335,0
2468,12.34,0
2469,12.345,0
2470,12.35,0
2471,12.355,0
2472,12.36,0
2473,12.365,0
2474,12.37,0
2475,12.375,0
2476,12.38,0
2477,12.385,0
2478,12.39,0
2479,12.395,0
2480,12.4,0
2481,12.405,0
2482,12.41,0
2483,12.415,0
2484,12.42,0
2485,12.425,0
2486,12.43,0
2487,12.435,0
2488,12.44,0
2489,12.445,0
2490,12.45,0
2491,12.455,0
2492,12.46,0
2493,12.465,0
2494,12.47,0
2495,12.475,0
2496,12.48,0
2497,12.485,0
2498,12.49,0
2499,12.495,0
2500,12.5,0
2501,12.505,0
2502,12.51,0
2503,12.515,0
2504,12.52,0
2505,12.525,0
2506,12.53,0
2507,12.535,0
2508,12.54,0
2509,12.545,0
2510,12.55,0
2511,12.555,0
2512,12.56,0
2513,12.565,0
2514,12.57,0
2515,12.575,0
2516,12.58,0
2517,12.585,0
2518,12.59,0
2519,12.595,0
2520,12.6,0
2521,12.605,0
2522,12.61,0
2523,12.615,0
2524,12.62,0
2525,12.625,0
2526,12.63,0
2527,12.635,0
2528,12.64,0
2529,12.645,0
2530,12.65,0
2531,12.655,0
2532,12.66,0
2533,12.665,0
2534,12.67,0
2535,12.675,0
2536,12.68,0
2537,12.685,0
2538,12.69,0
2539,12.695,0
2540,12.7,0
2541,12.705,0
2542,12.71,0
2543,12.715,0
2544,12.72,0
2545,12.725,0
2546,12.73,0
2547,12.735,0
2548,12.74,0
2549,12.745,0
2550,12.75,0
2551,12.755,0
2552,12.76,0
2553,12.765,0
2554,12.77,0
2555,12.775,0
2556,12.78,0
2557,12.785,0
2558,12.79,0
2559,12.795,0
2560,12.8,0
2561,12.805,0
2562,12.81,0
2563,12.815,0
2564,12.82,0
2565,12.825,0
2566,12.83,0
2567,12.835,0
2568,12.84,0
2569,12.845,0
2570,12.85,0
2571,12.855,0
2572,12.86,0
2573,12.865,0
2574,12.87,0
2575,12.875,0
2576,12.88,0
2577,12.885,0
2578,12.89,0
2579,12.895,0
2580,12.9,0
2581,12.905,0
2582,12.91,0
2583,12.915,0
2584,12.92,0
2585,12.925,0
2586,12.93,0
2587,12.935,0
2588,12.94,0
2589,12.945,0
2590,12.95,0
2591,12.955,0
2592,12.96,0
2593,12.965,0
2594,12.97,0
2595,12.975,0
2596,12.98,0
2597,12.985,0
2598,12.99,0
2599,12.995,0
2600,13,0
2601,13.005,0
2602,13.01,0
2603,13.015,0
2604,13.02,0
2605,13.025,0
2606,13.03,0
2607,13.035,0
2608,13.04,0
2609,13.045,0
2610,13.05,0
2611,13.055,0
2612,13.06,0
2613,13.065,0
2614,13.07,0
2615,13.075,0
2616,13.08,0
2617,13.085,0
2618,13.09,0
2619,13.095,0
2620,13.1,0
2621,13.105,0
2622,13.11,0
2623,13.115,0
2624,13.12,0
2625,13.125,0
2626,13.13,0
2627,13.135,0
2628,13.14,0
2629,13.145,0
2630,13.15,0
2631,13.155,0
2632,13.16,0
2633,13.165,0
2634,13.17,0
2635,13.175,0
2636,13.18,0
2637,13.185,0
2638,13.19,0
2639,13.195,0
2640,13.2,0
2641,13.205,0
2642,13.21,0
2643,13.215,0
2644,13.22,0
2645,13.225,0
2646,13.23,0
2647,13.235,0
2648,13.24,0
2649,13.245,0
2650,13.25,0
2651,13.255,0
2652,13.26,0
2653,13.265,0
2654,13.27,0
2655,13.275,0
2656,13.28,0
2657,13.285,0
2658,13.29,0
2659,13.295,0
2660,13.3,0
2661,13.305,0
2662,13.31,0
2663,13.315,0
2664,13.32,0
2665,13.325,0
2666,13.33,0
2667,13.335,0
2668,13.34,0
2669,13.345,0
2670,13.35,0
2671,13.355,0
2672,13.36,0
2673,13.365,0
2674,13.37,0
2675,13.375,0
2676,13.38,0
2677,13.385,0
2678,13.39,0
2679,13.395,0.0080840886333721
2680,13.4,0.004039029553176
2681,13.405,0
2682,13.41,0.0080660202718004
2683,13.415,0.0040300054720924
2684,13.42,0
2685,13.425,0.0120720186273075
2686,13.43,0.0120630347998029
2687,13.435,0
2688,13.44,0.0160601296054245
2689,13.445,0.0120361434060472
2690,13.45,0.0200453326468482
2691,13.455,0.0200304428923781
2692,13.46,0.0240186836664043
2693,13.465,0.0320011409777687
2694,13.47,0.0279802222491542
2695,13.475,0.0758899879840611
2696,13.48,0.0678512241251901
2697,13.485,0.0917306781488501
2698,13.49,0.0996333879513997
2699,13.495,0.123453902895083
2700,13.5,0.163156863222024
2701,13.505,0.194848043572755
2702,13.51,0.186756800648299
2703,13.515,0.273972122976845
2704,13.52,0.317414021137456
2705,13.525,0.376650613882564
2706,13.53,0.435799605179949
2707,13.535,0.510696697121696
2708,13.54,0.628998736547675
2709,13.545,0.711548622435685
2710,13.55,0.778176031163492
2711,13.555,0.899966068380384
2712,13.56,0.848026709874971
2713,13.565,1.119358785452
2714,13.57,1.19336588794269
2715,13.575,1.22790769682792
2716,13.58,1.56521663202193
2717,13.585,1.52083717247678
2718,13.59,1.8220916764578
2719,13.595,1.88746074113051
2720,13.6,2.21152920659611
2721,13.605,2.30002479751047
2722,13.61,2.77209834680643
2723,13.615,2.95395179583685
2724,13.62,2.91659732463247
2725,13.625,3.27778842055167
2726,13.63,3.33784755369637
2727,13.635,3.54995885252525
2728,13.64,3.71108187407704
2729,13.645,4.12126966522774
2730,13.65,4.29341402856248
2731,13.655,4.41862962709046
2732,13.66,4.72245331606555
2733,13.665,4.69569563636605
2734,13.67,4.79317135362977
2735,13.675,5.00685154971756
2736,13.68,5.28222528600363
2737,13.685,5.54170502058492
2738,13.69,5.54152902511676
2739,13.695,5.50654918198048
2740,13.7,5.64936923273461
2741,13.705,5.35565038908101
2742,13.71,5.50994483888094
2743,13.715,5.47508403203544
2744,13.72,5.60594657492733
2745,13.725,6.04462336360813
2746,13.73,5.83247037153705
2747,13.735,5.76671463727614
2748,13.74,5.8585618987947
2749,13.745,5.87349633365346
2750,13.75,5.9766377195324
2751,13.755,6.13712729792789
2752,13.76,6.1518222283239
2753,13.765,6.00190124578293
2754,13.77,5.64947313492979
2755,13.775,5.87088330538559
2756,13.78,5.9582912037877
2757,13.785,6.08755394219586
2758,13.79,6.10983904644029
2759,13.795,5.6785671155282
2760,13.8,5.95246463142324
2761,13.805,5.94054395189491
2762,13.81,6.0807528600907
2763,13.815,5.81034696199353
2764,13.82,5.7719688082761
2765,13.825,5.89301793738529
2766,13.83,6.12385455235146
2767,13.835,5.58895364507787
2768,13.84,5.96355605047966
2769,13.845,5.63764063903448
2770,13.85,5.86798944778737
2771,13.855,6.04510974518764
2772,13.86,6.04075055315689
2773,13.865,5.92698639576283
2774,13.87,5.93402555034969
2775,13.875,5.88454332660708
2776,13.88,6.09488826217429
2777,13.885,5.64283608718421
2778,13.89,5.88312271245259
2779,13.895,5.97280300828946
2780,13.9,5.74703539394037
2781,13.905,5.67913617913086
2782,13.91,5.78750717140327
2783,13.915,6.06053151940544
2784,13.92,5.60701958646751
2785,13.925,5.98076720660601
2786,13.93,5.81949546351651
2787,13.935,5.96845460382393
2788,13.94,5.92312035050927
2789,13.945,6.04568154589091
2790,13.95,5.86618444370977
2791,13.955,5.70928845521522
2792,13.96,5.69403612648499
2793,13.965,5.60442559241509
2794,13.97,5.97575906286363
2795,13.975,5.96034449066912
2796,13.98,5.69260546914379
2797,13.985,5.88878551705521
2798,13.99,6.25143823273539
2799,13.995,5.92110905372012
2800,14,5.6985604817599
2801,14.005,5.95333433588881
2802,14.01,5.71999197728458
2803,14.015,5.7786844771073
2804,14.02,5.61590276981237
2805,14.025,5.76676261293511
2806,14.03,5.75896993908427
2807,14.035,5.67754814445199
2808,14.04,6.37993528654187
2809,14.045,5.90110110760587
2810,14.05,5.84914019711207
2811,14.055,5.70179346472825
2812,14.06,5.65371397175398
2813,14.065,5.748685250398
2814,14.07,5.69697421523978
2815,14.075,5.80276021074827
2816,14.08,5.94497907284227
2817,14.085,5.78721472118595
2818,14.09,5.74657699213068
2819,14.095,5.76075547256957
2820,14.1,5.87341059832031
2821,14.105,5.88747622918845
2822,14.11,5.62465900587824
2823,14.115,5.75536861269084
2824,14.12,5.91499382778545
2825,14.125,5.58000674140928
2826,14.13,5.81581219494894
2827,14.135,5.71005867829102
2828,14.14,5.68788519914127
2829,14.145,5.73823992253157
2830,14.15,5.51684552273707
2831,14.155,5.68670036726669
2832,14.16,5.97930026849047
2833,14.165,5.6678327373999
2834,14.17,5.70356850768299
2835,14.175,5.68510858312252
2836,14.18,5.58371114754154
2837,14.185,5.81406983555106
2838,14.19,5.49660346631854
2839,14.195,5.48913386824953
2840,14.2,5.46009203174221
2841,14.205,5.27653188983435
2842,14.21,5.82955574089259
2843,14.215,5.62804463477538
2844,14.22,5.59539455292753
2845,14.225,5.44092374029562
2846,14.23,5.45142921109261
2847,14.235,5.76257465707104
2848,14.24,5.75495330884266
2849,14.245,5.42566168963401
2850,14.25,5.55400949124639
2851,14.255,5.63220709514917
2852,14.26,5.4427908892004
2853,14.265,5.52808254269789
2854,14.27,5.4066742617097
2855,14.275,5.4669546124645
2856,14.28,5.64452115191945
2857,14.285,5.5730413871539
2858,14.29,5.42707348749681
2859,14.295,5.38423706476504
2860,14.3,5.52234526403531
2861,14.305,5.39089178514397
2862,14.31,5.12503096743857
2863,14.315,5.43645562251481
2864,14.32,5.39021853673033
2865,14.325,5.54197222739696
2866,14.33,5.4038925345295
2867,14.335,5.34012340014952
2868,14.34,5.65030737686533
2869,14.345,5.45604346866628
2870,14.35,5.31488061437478
2871,14.355,5.28654240739151
2872,14.36,4.94872709088189
2873,14.365,5.46898489515564
2874,14.37,5.20526883646987
2875,14.375,5.41926254236981
2876,14.38,4.99810987816389
2877,14.385,5.45028826924999
2878,14.39,5.38695893042727
2879,14.395,5.55472560184748
2880,14.4,5.19760117217569
2881,14.405,5.01223999035367
2882,14.41,5.3335996192776
2883,14.415,5.19377435853551
2884,14.42,4.98089321807801
2885,14.425,5.15869344495375
2886,14.43,5.27703195334529
2887,14.435,5.24901268826717
2888,14.44,5.11667989481167
2889,14.445,5.22437032453512
2890,14.45,5.02276394924028
2891,14.455,5.18243530545322
2892,14.46,5.09213427539184
2893,14.465,5.25153468353032
2894,14.47,5.0158216372151
2895,14.475,4.97081938936524
2896,14.48,5.04003114513522
2897,14.485,4.86025680770223
2898,14.49,5.08489557013744
2899,14.495,4.93985608707941
2900,14.5,5.22622176269992
2901,14.505,5.13299144440269
2902,14.51,4.90553723435479
2903,14.515,4.98478001002709
2904,14.52,5.24624090197072
2905,14.525,4.91604077488748
2906,14.53,4.91952999958204
2907,14.535,5.07406806320533
2908,14.54,4.84072298123101
2909,14.545,4.97110210026346
2910,14.55,4.76212782125665
2911,14.555,4.87526140395708
2912,14.56,4.97797467568077
2913,14.565,4.65659718783888
2914,14.57,5.03264489460322
2915,14.575,4.78336757035739
2916,14.58,5.00527466511125
2917,14.585,4.83477552108978
2918,14.59,4.84849965390031
2919,14.595,4.78048614381607
2920,14.6,4.95074477979956
2921,14.605,4.79094548052399
2922,14.61,5.01193059688875
2923,14.615,4.71987745050058
2924,14.62,4.60467269649214
2925,14.625,4.68629968902905
2926,14.63,4.66276628828293
2927,14.635,4.67312717868056
2928,14.64,4.62594462830137
2929,14.645,4.85612500877572
2930,14.65,4.92715864497247
2931,14.655,4.55231828529712
2932,14.66,4.64708346862505
2933,14.665,4.66752367985595
2934,14.67,4.63064172152786
2935,14.675,4.7824110453336
2936,14.68,4.66472446548676
2937,14.685,4.32858173779715
2938,14.69,4.63821176421759
2939,14.695,4.42009788697056
2940,14.7,4.59162812300846
2941,14.705,4.55496550093395
2942,14.71,4.41109106732975
2943,14.715,4.38799721398369
2944,14.72,4.3582390213814
2945,14.725,4.56602016562055
2946,14.73,4.64649193197352
2947,14.735,4.42954608588906
2948,14.74,4.44323383150741
2949,14.745,4.46023800711545
2950,14.75,4.18718239431197
2951,14.755,4.47418528565485
2952,14.76,4.3779371018193
2953,14.765,4.43485909888449
2954,14.77,4.2656217756492
2955,14.775,4.11322478512154
2956,14.78,4.22333100850797
2957,14.785,4.44941687265198
2958,14.79,4.25741270891589
2959,14.795,4.49973571242989
2960,14.8,4.13576908411255
2961,14.805,4.31828261805933
2962,14.81,4.24592559722839
2963,14.815,4.40828931883703
2964,14.82,4.0585709857391
2965,14.825,4.24394096487703
2966,14.83,4.00693081788699
2967,14.835,4.01411817518064
2968,14.84,4.21560812897672
2969,14.845,4.22264349278568
2970,14.85,4.08824094843292
2971,14.855,4.11507142407287
2972,14.86,4.21741039516127
2973,14.865,4.01434956345527
2974,14.87,4.0346125039988
2975,14.875,3.86800309038122
2976,14.88,4.08160555060605
2977,14.885,3.91191290695215
2978,14.89,3.96817167960231
2979,14.895,3.77262761605241
2980,14.9,3.92364506678263
2981,14.905,3.8655125088331
2982,14.91,3.80745700773418
2983,14.915,3.84077009690599
2984,14.92,3.75348311893263
2985,14.925,3.74771343567271
2986,14.93,3.95019832370377
2987,14.935,3.6483990122008
2988,14.94,3.91566812400462
2989,14.945,3.78640297432845
2990,14.95,3.92990431120636
2991,14.955,3.95970784852554
2992,14.96,3.69779532946176
2993,14.965,3.84754322394482
2994,14.97,3.71551392632582
2995,14.975,3.74537752584136
2996,14.98,3.81075456048819
2997,14.985,3.81790289550343
2998,14.99,3.63782366111448
2999,14.995,3.51604680213124
3000,15,3.59751706398717
3001,15.005,3.47914908029107
3002,15.01,3.4961480857671
3003,15.015,3.52277512746897
